run,job_id,request_kind,case_id,backend_rank,golden_rank,token_id,actual_logprob,golden_logprob,actual_probability,golden_probability,absolute_probability_error
1,7ff3af48,representative,code-humaneval-01,0,14,12885,-5.824498653411865,-5.7775115966796875,0.0029542849018139943,0.00309641094874741,0.00014212604693341572
1,7ff3af48,representative,code-humaneval-01,0,15,27,-5.871373653411865,-5.8087615966796875,0.0028189983464830424,0.0030011443991224177,0.00018214605263937528
1,7ff3af48,representative,code-humaneval-01,0,16,5456,-5.683873653411865,-5.8868865966796875,0.003400361078595572,0.0027756048358188283,0.0006247562427767438
1,7ff3af48,representative,code-humaneval-01,0,17,37945,-6.043248653411865,-5.8868865966796875,0.002373834607716315,0.0027756048358188283,0.0004017702281025135
1,7ff3af48,representative,code-humaneval-01,0,18,3089,-5.886998653411865,-5.9337615966796875,0.002775293828036693,0.0026485006364346405,0.0001267931916020524
1,7ff3af48,representative,code-humaneval-01,0,19,1827,-6.136998653411865,-5.9650115966796875,0.002161401006528213,0.002567014838364202,0.00040561383183598896
1,7ff3af48,representative,code-humaneval-01,0,20,14963,-5.918248653411865,-5.9806365966796875,0.0026899070135702383,0.0025272169621095714,0.00016269005146066695
1,7ff3af48,representative,code-humaneval-01,0,21,19124,-6.308873653411865,-6.1056365966796875,0.0018200821284094404,0.0022302611412209476,0.00041017901281150716
1,7ff3af48,representative,code-humaneval-01,0,22,262,-6.215123653411865,-6.1681365966796875,0.0019989691557719285,0.0020951364495482485,9.616729377631998e-05
1,7ff3af48,representative,code-humaneval-01,0,23,15425,-6.183873653411865,-6.1993865966796875,0.0020624232482617344,0.0020306758776649325,3.174737059680188e-05
1,7ff3af48,representative,code-humaneval-01,0,24,256,-6.340123653411865,-6.2462615966796875,0.0017640840883308706,0.0019376844588907104,0.00017360037055983986
1,7ff3af48,representative,code-humaneval-02,1,0,1432,-0.1065196767449379,-0.10924649983644485,0.8989573594325321,0.8965094008383914,0.002447958594140709
1,7ff3af48,representative,code-humaneval-02,1,1,220,-3.4346446990966797,-3.3748714923858643,0.03223686198357045,0.03422251588296513,0.0019856538993946737
1,7ff3af48,representative,code-humaneval-02,1,2,720,-4.21589469909668,-4.210809230804443,0.01475911089490561,0.014834359059288071,7.524816438246075e-05
1,7ff3af48,representative,code-humaneval-02,1,3,1084,-4.20026969909668,-4.210809230804443,0.014991533072277161,0.014834359059288071,0.00015717401298909021
1,7ff3af48,representative,code-humaneval-02,1,4,1038,-5.05964469909668,-5.054559230804443,0.006347814496511256,0.0063801783287301544,3.236383221889849e-05
1,7ff3af48,representative,code-humaneval-02,1,5,674,-5.38776969909668,-5.429559230804443,0.004572159263606502,0.004385028162110738,0.00018713110149576415
1,7ff3af48,representative,code-humaneval-02,1,6,2355,-5.65339469909668,-5.617059230804443,0.0035055961088786805,0.003635316030430887,0.00012971992155220644
1,7ff3af48,representative,code-humaneval-02,1,7,1827,-6.12214469909668,-6.101434230804443,0.0021937459890683537,0.002239653235219423,4.5907246151069125e-05
1,7ff3af48,representative,code-humaneval-02,1,8,5996,-6.30964469909668,-6.288934230804443,0.0018186793028291274,0.001856737746623839,3.8058443794711586e-05
1,7ff3af48,representative,code-humaneval-02,1,9,4815,-6.40339469909668,-6.382684230804443,0.0016559263492533372,0.0016905789566664217,3.465260741308449e-05
1,7ff3af48,representative,code-humaneval-02,1,10,262,-6.62214469909668,-6.601434230804443,0.0013305742019915719,0.0013584183542851703,2.784415229359848e-05
1,7ff3af48,representative,code-humaneval-02,1,11,14963,-6.62214469909668,-6.601434230804443,0.0013305742019915719,0.0013584183542851703,2.784415229359848e-05
1,7ff3af48,representative,code-humaneval-02,1,12,702,-6.71589469909668,-6.663934230804443,0.0012115015974982967,0.0012761159467810732,6.461434928277648e-05
1,7ff3af48,representative,code-humaneval-02,1,13,15152,-7.02839469909668,-7.038934230804443,0.0008863535032235776,0.0008770608087168224,9.292694506755211e-06
1,7ff3af48,representative,code-humaneval-02,1,14,15073,-7.21589469909668,-7.163934230804443,0.0007348128631735511,0.000774003447070936,3.9190583897384906e-05
1,7ff3af48,representative,code-humaneval-02,1,15,2,-7.30964469909668,-7.351434230804443,0.0006690547255948476,0.0006416713951938084,2.7383330401039283e-05
1,7ff3af48,representative,code-humaneval-02,1,16,256,-7.40339469909668,-7.351434230804443,0.0006091812599843843,0.0006416713951938084,3.24901352094241e-05
1,7ff3af48,representative,code-humaneval-02,1,17,9586,-7.59089469909668,-7.601434230804443,0.0005050290027768794,0.0004997341850514588,5.29481772542056e-06
1,7ff3af48,representative,code-humaneval-02,1,18,271,-7.71589469909668,-7.632684230804443,0.00044568653066598304,0.0004843589805558253,3.867244988984224e-05
1,7ff3af48,representative,code-humaneval-02,1,19,198,-7.80964469909668,-7.757684230804443,0.00040580220409889786,0.0004274453000795481,2.164309598065025e-05
1,7ff3af48,representative,code-humaneval-02,1,20,11187,-7.80964469909668,-7.820184230804443,0.00040580220409889786,0.0004015476985329535,4.254505565944337e-06
1,7ff3af48,representative,code-humaneval-02,1,21,5244,-7.84089469909668,-7.851434230804443,0.00039331698283640433,0.00038919337464562645,4.123608190777879e-06
1,7ff3af48,representative,code-humaneval-02,1,22,3707,-8.02839469909668,-8.070183753967285,0.00032607123144623993,0.0003127258111772362,1.3345420269003736e-05
1,7ff3af48,representative,code-humaneval-02,1,23,1875,-8.18464469909668,-8.132683753967285,0.00027890350418691845,0.00029377871209883613,1.4875207911917686e-05
1,7ff3af48,representative,code-humaneval-02,1,24,19124,-8.15339469909668,-8.132683753967285,0.00028775685177325145,0.00029377871209883613,6.021860325584687e-06
1,7ff3af48,representative,code-humaneval-03,2,0,220,-1.4807639122009277,-1.5091086626052856,0.22746385957969084,0.22110697106421703,0.0063568885154738075
1,7ff3af48,representative,code-humaneval-03,2,1,720,-1.5901389122009277,-1.6106711626052856,0.20389728594610623,0.19975350199385877,0.0041437839522474595
1,7ff3af48,representative,code-humaneval-03,2,2,1084,-1.7307639122009277,-1.7044211626052856,0.17714903196110732,0.1818776332873557,0.004728601326248388
1,7ff3af48,representative,code-humaneval-03,2,3,1432,-2.7229514122009277,-2.667311668395996,0.06568061750242332,0.06943864872699994,0.003758031224576616
1,7ff3af48,representative,code-humaneval-03,2,4,674,-2.8762717247009277,-2.880202293395996,0.05634443930675851,0.05612340829083985,0.00022103101591865876
1,7ff3af48,representative,code-humaneval-03,2,5,2355,-3.0642600059509277,-3.087721824645996,0.04668837820658553,0.045605734004883575,0.0010826442017019544
1,7ff3af48,representative,code-humaneval-03,2,6,5996,-3.5979514122009277,-3.571608543395996,0.027379754865791774,0.02811060017367609,0.0007308453078843161
1,7ff3af48,representative,code-humaneval-03,2,7,1827,-3.9807639122009277,-3.977858543395996,0.018671370600585633,0.01872569669873468,5.432609814904829e-05
1,7ff3af48,representative,code-humaneval-03,2,8,4815,-4.191701412200928,-4.204421043395996,0.015120536709496386,0.01492942705783685,0.00019110965165953543
1,7ff3af48,representative,code-humaneval-03,2,9,1602,-4.340138912200928,-4.376296043395996,0.013034717396387046,0.012571838031577456,0.0004628793648095899
1,7ff3af48,representative,code-humaneval-03,2,10,702,-5.090138912200928,-4.915358543395996,0.006157164522484684,0.007333088190667661,0.0011759236681829774
1,7ff3af48,representative,code-humaneval-03,2,11,198,-4.879201412200928,-4.946608543395996,0.007603083333403607,0.007107472785741099,0.0004956105476625079
1,7ff3af48,representative,code-humaneval-03,2,12,11187,-4.980763912200928,-4.977858543395996,0.00686881338244834,0.0068887988370764375,1.9985454628097463e-05
1,7ff3af48,representative,code-humaneval-03,2,13,2,-5.058888912200928,-5.071608543395996,0.006352613904960933,0.0062723227186208255,8.02911863401071e-05
1,7ff3af48,representative,code-humaneval-03,2,14,7275,-5.308888912200928,-5.149733543395996,0.00494742068373387,0.00580095022242551,0.0008535295386916403
1,7ff3af48,representative,code-humaneval-03,2,15,1034,-5.355763912200928,-5.384108543395996,0.0047208617957726975,0.004588929330740086,0.00013193246503261178
1,7ff3af48,representative,code-humaneval-03,2,16,3456,-5.371388912200928,-5.399733543395996,0.004647671617533175,0.004517784575783227,0.00012988704174994765
1,7ff3af48,representative,code-humaneval-03,2,17,15152,-5.449513912200928,-5.430983543395996,0.004298393579694196,0.004378786957053716,8.039337735952015e-05
1,7ff3af48,representative,code-humaneval-03,2,18,37945,-5.465138912200928,-5.430983543395996,0.004231753164055859,0.004378786957053716,0.00014703379299785702
1,7ff3af48,representative,code-humaneval-03,2,19,1038,-5.433888912200928,-5.446608543395996,0.004366083429178101,0.004310900157625137,5.518327155296359e-05
1,7ff3af48,representative,code-humaneval-03,2,20,7071,-5.449513912200928,-5.477858543395996,0.004298393579694196,0.004178267703279594,0.00012012587641460192
1,7ff3af48,representative,code-humaneval-03,2,21,262,-5.621388912200928,-5.524733543395996,0.0036196102951935798,0.003986930894673158,0.00036732059947957836
1,7ff3af48,representative,code-humaneval-03,2,22,16052,-5.496388912200928,-5.524733543395996,0.004101555806703364,0.003986930894673158,0.0001146249120302055
1,7ff3af48,representative,code-humaneval-03,2,23,9586,-5.621388912200928,-5.555983543395996,0.0036196102951935798,0.0038642659266777298,0.00024465563148415
1,7ff3af48,representative,code-humaneval-03,2,24,256,-5.730763912200928,-5.680983543395996,0.0032445976988884715,0.003410202711056288,0.00016560501216781633
1,7ff3af48,representative,code-humaneval-04,3,0,1432,-1.099839448928833,-0.9987598657608032,0.3329245307975075,0.3683359440662648,0.0354114132687573
1,7ff3af48,representative,code-humaneval-04,3,1,720,-1.592271089553833,-1.6647754907608032,0.20346300391837227,0.1892331378010462,0.014229866117326073
1,7ff3af48,representative,code-humaneval-04,3,2,1084,-1.646958589553833,-1.7663379907608032,0.1926349003680846,0.17095789330887728,0.021677007059207304
1,7ff3af48,representative,code-humaneval-04,3,3,5996,-3.201646089553833,-3.2507128715515137,0.040695160934771456,0.038746576651937446,0.0019485842828340094
1,7ff3af48,representative,code-humaneval-04,3,4,2355,-3.357896089553833,-3.3757128715515137,0.034808415749580324,0.0341937338810914,0.0006146818684889255
1,7ff3af48,representative,code-humaneval-04,3,5,220,-3.982896089553833,-3.6882128715515137,0.018631602338603285,0.02501667011944878,0.006385067780845494
1,7ff3af48,representative,code-humaneval-04,3,6,4815,-3.764146089553833,-3.7507128715515137,0.02318740375029359,0.023500986698305738,0.0003135829480121477
1,7ff3af48,representative,code-humaneval-04,3,7,1827,-3.795396089553833,-3.9382128715515137,0.022474002336005966,0.019483002278865725,0.002991000057140241
1,7ff3af48,representative,code-humaneval-04,3,8,1038,-4.592270851135254,-4.453837871551514,0.010129828901554096,0.011633832028846443,0.001504003127292347
1,7ff3af48,representative,code-humaneval-04,3,9,15152,-4.514145851135254,-4.453837871551514,0.010952956587928294,0.011633832028846443,0.0006808754409181484
1,7ff3af48,representative,code-humaneval-04,3,10,9586,-4.545395851135254,-4.516337871551514,0.010615969540796721,0.01092897377847615,0.00031300423767942863
1,7ff3af48,representative,code-humaneval-04,3,11,11187,-4.561020851135254,-4.625712871551514,0.010451384188272314,0.00979666877949349,0.0006547154087788234
1,7ff3af48,representative,code-humaneval-04,3,12,37945,-4.795395851135254,-4.750712871551514,0.00826772539143467,0.008645529853550214,0.00037780446211554443
1,7ff3af48,representative,code-humaneval-04,3,13,35033,-5.154770851135254,-5.125712871551514,0.0057718025255684355,0.005941979977812347,0.00017017745224391125
1,7ff3af48,representative,code-humaneval-04,3,14,1602,-4.998520851135254,-5.219462871551514,0.00674792080028979,0.005410234336910846,0.001337686463378944
1,7ff3af48,representative,code-humaneval-04,3,15,19124,-5.623520851135254,-5.563212871551514,0.003611901727096121,0.00383643061673858,0.00022452888964245897
1,7ff3af48,representative,code-humaneval-04,3,16,12586,-5.561020851135254,-5.656962871551514,0.003844849374649667,0.0034931098272560717,0.0003517395473935955
1,7ff3af48,representative,code-humaneval-04,3,17,7071,-5.654770851135254,-5.688212871551514,0.003500775193564067,0.003385638136252506,0.00011513705731156084
1,7ff3af48,representative,code-humaneval-04,3,18,79772,-5.873520851135254,-5.813212871551514,0.0028129518934394185,0.002987815168515119,0.00017486327507570043
1,7ff3af48,representative,code-humaneval-04,3,19,14963,-5.998520851135254,-5.844462871551514,0.00248242133307976,0.0028958897597973917,0.0004134684267176319
1,7ff3af48,representative,code-humaneval-04,3,20,3456,-6.092270851135254,-6.188212871551514,0.002260270345079958,0.002053493332329483,0.00020677701275047516
1,7ff3af48,representative,code-humaneval-04,3,21,256,-6.342270851135254,-6.219462871551514,0.001760300314701346,0.0019903139844693113,0.0002300136697679653
1,7ff3af48,representative,code-humaneval-04,3,22,16052,-6.123520851135254,-6.250712871551514,0.0021907291373528103,0.0019290784607906904,0.0002616506765621199
1,7ff3af48,representative,code-humaneval-04,3,23,19548,-6.186020851135254,-6.313212871551514,0.002057999568715327,0.001812201505258888,0.0002457980634564391
1,7ff3af48,representative,code-humaneval-04,3,24,674,-6.217270851135254,-6.344462871551514,0.0019946815785368776,0.0017564459264649715,0.00023823565207190607
1,7ff3af48,representative,code-humaneval-05,4,0,1432,-0.5495234727859497,-0.5561079382896423,0.5772248081830387,0.5734365767718187,0.0037882314112199778
1,7ff3af48,representative,code-humaneval-05,4,1,220,-1.9958125352859497,-1.950639247894287,0.13590318316034095,0.14218315224893388,0.006279969088592935
1,7ff3af48,representative,code-humaneval-05,4,2,720,-2.44893741607666,-2.474076747894287,0.0863853294107113,0.08424072979636303,0.0021445996143482637
1,7ff3af48,representative,code-humaneval-05,4,3,1084,-2.90987491607666,-2.935014247894287,0.05448254433338978,0.053129962310919515,0.0013525820224702667
1,7ff3af48,representative,code-humaneval-05,4,4,1038,-3.70674991607666,-3.700639247894287,0.024557206695286476,0.024707727058512267,0.00015052036322579093
1,7ff3af48,representative,code-humaneval-05,4,5,2355,-3.69112491607666,-3.700639247894287,0.024943926430026856,0.024707727058512267,0.00023619937151458936
1,7ff3af48,representative,code-humaneval-05,4,6,4815,-4.28487491607666,-4.263139247894287,0.013775344487668453,0.014078038516079779,0.0003026940284113263
1,7ff3af48,representative,code-humaneval-05,4,7,674,-4.50362491607666,-4.450639247894287,0.011068800256184771,0.01167110385669533,0.0006023036005105582
1,7ff3af48,representative,code-humaneval-05,4,8,5996,-4.47237491607666,-4.497514247894287,0.011420161693243017,0.011136645099277387,0.00028351659396562943
1,7ff3af48,representative,code-humaneval-05,4,9,1827,-4.84737491607666,-4.935014247894287,0.00784895469382528,0.00719035849769885,0.0006585961961264302
1,7ff3af48,representative,code-humaneval-05,4,10,15152,-5.72237491607666,-5.747514247894287,0.003271931106033115,0.003190702241872499,8.122886416061592e-05
1,7ff3af48,representative,code-humaneval-05,4,11,14963,-5.78487491607666,-5.778764247894287,0.003073694821633252,0.003092534654141005,1.8839832507752934e-05
1,7ff3af48,representative,code-humaneval-05,4,12,19124,-5.87862491607666,-5.903764247894287,0.0027986309828172315,0.00272915225341496,6.947872940227164e-05
1,7ff3af48,representative,code-humaneval-05,4,13,7275,-6.15987491607666,-6.028764247894287,0.0021125174971838635,0.0024084684103204707,0.00029595091313660725
1,7ff3af48,representative,code-humaneval-05,4,14,198,-6.15987491607666,-6.153764247894287,0.0021125174971838635,0.0021254659120806597,1.2948414896796212e-05
1,7ff3af48,representative,code-humaneval-05,4,15,35033,-6.28487491607666,-6.310014247894287,0.0018642901479205213,0.0018180073362494013,4.628281167111999e-05
1,7ff3af48,representative,code-humaneval-05,4,16,27,-6.50362491607666,-6.403764247894287,0.0014979992177602572,0.0016553145167199957,0.00015731529895973858
1,7ff3af48,representative,code-humaneval-05,4,17,702,-6.47237491607666,-6.403764247894287,0.001545550817362958,0.0016553145167199957,0.0001097636993570377
1,7ff3af48,representative,code-humaneval-05,4,18,5244,-6.44112491607666,-6.435014247894287,0.0015946118667690815,0.0016043858431161676,9.773976347086108e-06
1,7ff3af48,representative,code-humaneval-05,4,19,11187,-6.37862491607666,-6.466264247894287,0.0016974554963003511,0.0015550240800715396,0.00014243141622881155
1,7ff3af48,representative,code-humaneval-05,4,20,2,-6.59737491607666,-6.528764247894287,0.0013639438091099,0.0014608099338087126,9.686612469881261e-05
1,7ff3af48,representative,code-humaneval-05,4,21,262,-6.56612491607666,-6.528764247894287,0.001407240033248354,0.0014608099338087126,5.3569900560358546e-05
1,7ff3af48,representative,code-humaneval-05,4,22,1602,-6.56612491607666,-6.560014247894287,0.001407240033248354,0.0014158655371005926,8.62550385223853e-06
1,7ff3af48,representative,code-humaneval-05,4,23,9586,-6.56612491607666,-6.560014247894287,0.001407240033248354,0.0014158655371005926,8.62550385223853e-06
1,7ff3af48,representative,code-humaneval-05,4,24,256,-6.72237491607666,-6.685014247894287,0.0012036761868389216,0.0012494969509675474,4.5820764128625844e-05
1,7ff3af48,representative,code-humaneval-06,5,0,1432,-0.7621726989746094,-0.724574625492096,0.4666514316824232,0.48453063210444586,0.01787920042202268
1,7ff3af48,representative,code-humaneval-06,5,1,220,-2.2035789489746094,-2.103480815887451,0.11040730829845241,0.12203092095789814,0.011623612659445726
1,7ff3af48,representative,code-humaneval-06,5,2,720,-2.4692039489746094,-2.556605815887451,0.08465221967301402,0.07756757276345015,0.007084646909563869
1,7ff3af48,representative,code-humaneval-06,5,3,1084,-2.7817039489746094,-2.978480815887451,0.06193288693780144,0.05087005617373784,0.0110628307640636
1,7ff3af48,representative,code-humaneval-06,5,4,59,-3.7192039489746094,-3.759730815887451,0.02425326700118107,0.023290008831533256,0.0009632581696478147
1,7ff3af48,representative,code-humaneval-06,5,5,4815,-3.8442039489746094,-3.837855815887451,0.021403433006099475,0.02153973702763846,0.00013630402153898616
1,7ff3af48,representative,code-humaneval-06,5,6,2355,-3.9223289489746094,-4.009730815887451,0.019794939614443646,0.018138277115738035,0.0016566624987056112
1,7ff3af48,representative,code-humaneval-06,5,7,27,-4.125453948974609,-4.040980815887451,0.01615615885152251,0.017580220996715027,0.001424062145192518
1,7ff3af48,representative,code-humaneval-06,5,8,1038,-4.594203948974609,-4.572230815887451,0.010110265865914462,0.010334878770757476,0.00022461290484301379
1,7ff3af48,representative,code-humaneval-06,5,9,11414,-4.656703948974609,-4.759730815887451,0.009497715822957243,0.008567915433822411,0.0009298003891348317
1,7ff3af48,representative,code-humaneval-06,5,10,34794,-4.656703948974609,-4.759730815887451,0.009497715822957243,0.008567915433822411,0.0009298003891348317
1,7ff3af48,representative,code-humaneval-06,5,11,45832,-4.750453948974609,-4.822230815887451,0.008647768666245666,0.00804881167961396,0.0005989569866317063
1,7ff3af48,representative,code-humaneval-06,5,12,1270,-4.875453948974609,-4.915980815887451,0.007631629062229919,0.007328526431085147,0.00030310263114477227
1,7ff3af48,representative,code-humaneval-06,5,13,15029,-4.781703948974609,-4.915980815887451,0.008381704795388469,0.007328526431085147,0.001053178364303322
1,7ff3af48,representative,code-humaneval-06,5,14,674,-4.937953948974609,-4.978480815887451,0.007169252031605742,0.006884513460535208,0.00028473857107053427
1,7ff3af48,representative,code-humaneval-06,5,15,7275,-4.937953948974609,-4.978480815887451,0.007169252031605742,0.006884513460535208,0.00028473857107053427
1,7ff3af48,representative,code-humaneval-06,5,16,19124,-5.031703948974609,-5.040980815887451,0.006527678258121888,0.0064674018759419815,6.027638217990638e-05
1,7ff3af48,representative,code-humaneval-06,5,17,5996,-4.969203948974609,-5.134730815887451,0.006948677335369334,0.005888636419253844,0.0010600409161154898
1,7ff3af48,representative,code-humaneval-06,5,18,3961,-5.250453948974609,-5.228480815887451,0.005245136834180225,0.005361664474130448,0.00011652763995022297
1,7ff3af48,representative,code-humaneval-06,5,19,15152,-5.187953948974609,-5.322230815887451,0.005583419096250812,0.004881851057939005,0.0007015680383118074
1,7ff3af48,representative,code-humaneval-06,5,20,15425,-5.375453948974609,-5.384730815887451,0.004628817009796418,0.004586074654537687,4.2742355258731414e-05
1,7ff3af48,representative,code-humaneval-06,5,21,1827,-5.250453948974609,-5.415980815887451,0.005245136834180225,0.0044449759709675445,0.0008001608632126804
1,7ff3af48,representative,code-humaneval-06,5,22,1602,-5.312953948974609,-5.478480815887451,0.004927350058273023,0.004175668491018925,0.0007516815672540984
1,7ff3af48,representative,code-humaneval-06,5,23,5779,-5.344203948974609,-5.478480815887451,0.004775751434377164,0.004175668491018925,0.0006000829433582397
1,7ff3af48,representative,code-humaneval-06,5,24,2612,-5.937953948974609,-5.603480815887451,0.002637420431004348,0.0036850145095442925,0.0010475940785399447
1,7ff3af48,representative,instruction-ifeval-01,6,0,3234,-2.5028278827667236,-2.471482038497925,0.0818531997753414,0.08445959383101355,0.0026063940556721454
1,7ff3af48,representative,instruction-ifeval-01,6,1,578,-2.5440876483917236,-2.526169538497925,0.07854467966575002,0.07996473623919131,0.0014200565734412973
1,7ff3af48,representative,instruction-ifeval-01,6,2,4718,-2.6393024921417236,-2.656052350997925,0.07141106196595796,0.07022489852452028,0.001186163441437682
1,7ff3af48,representative,instruction-ifeval-01,6,3,7557,-3.2096149921417236,-3.158005475997925,0.040372153876709796,0.042510444683006285,0.002138290806296489
1,7ff3af48,representative,instruction-ifeval-01,6,4,7429,-3.0611774921417236,-3.197067975997925,0.04683251781917658,0.040881895121714466,0.0059506226974621115
1,7ff3af48,representative,instruction-ifeval-01,6,5,5560,-3.2252399921417236,-3.216599225997925,0.03974624164585488,0.04009116769156675,0.00034492604571187413
1,7ff3af48,representative,instruction-ifeval-01,6,6,9842,-3.4635212421417236,-3.439255475997925,0.031319284838446974,0.03208856714489618,0.0007692823064492024
1,7ff3af48,representative,instruction-ifeval-01,6,7,220,-3.4361774921417236,-3.525192975997925,0.032187487395907224,0.029446124425543035,0.002741362970364189
1,7ff3af48,representative,instruction-ifeval-01,6,8,1472,-3.7174274921417236,-3.595505475997925,0.0242963901749528,0.027446805967377426,0.003150415792424626
1,7ff3af48,representative,instruction-ifeval-01,6,9,5321,-3.7955524921417236,-3.720505475997925,0.022470487618742957,0.02422172125205097,0.0017512336333080115
1,7ff3af48,representative,instruction-ifeval-01,6,10,4815,-3.7096149921417236,-3.751755475997925,0.024486949124860744,0.023476497233709762,0.0010104518911509819
1,7ff3af48,representative,instruction-ifeval-01,6,11,720,-4.0533647537231445,-4.033005714416504,0.017363851153333023,0.017720985602976795,0.00035713444964377214
1,7ff3af48,representative,instruction-ifeval-01,6,12,2893,-4.0455522537231445,-4.079880714416504,0.017500037525806908,0.016909482589904476,0.000590554935902432
1,7ff3af48,representative,instruction-ifeval-01,6,13,57094,-4.1236772537231445,-4.181443214416504,0.016184888936981567,0.015276444464777168,0.0009084444722043984
1,7ff3af48,representative,instruction-ifeval-01,6,14,8442,-4.3814897537231445,-4.298630714416504,0.012506712813713875,0.013587150970390408,0.0010804381566765324
1,7ff3af48,representative,instruction-ifeval-01,6,15,30834,-4.2721147537231445,-4.329880714416504,0.013952246367879916,0.013169118282349892,0.0007831280855300233
1,7ff3af48,representative,instruction-ifeval-01,6,16,1442,-4.4439897537231445,-4.368943214416504,0.011748969390059495,0.012664617283566073,0.0009156478935065781
1,7ff3af48,representative,instruction-ifeval-01,6,17,15392,-4.4049272537231445,-4.447068214416504,0.012216995123427454,0.011712856264543518,0.0005041388588839357
1,7ff3af48,representative,instruction-ifeval-01,6,18,763,-4.7330522537231445,-4.697068214416504,0.008799571483652168,0.009121981630829303,0.00032241014717713547
1,7ff3af48,representative,instruction-ifeval-01,6,19,1115,-4.7643022537231445,-4.697068214416504,0.008528837131105993,0.009121981630829303,0.0005931444997233099
1,7ff3af48,representative,instruction-ifeval-01,6,20,3494,-4.7643022537231445,-4.743943214416504,0.008528837131105993,0.008704255678985808,0.00017541854787981453
1,7ff3af48,representative,instruction-ifeval-01,6,21,13969,-4.8580522537231445,-4.806443214416504,0.007765594578394771,0.008176891486907648,0.00041129690851287714
1,7ff3af48,representative,instruction-ifeval-01,6,22,40665,-4.8893022537231445,-4.931443214416504,0.0075266723508495255,0.0072160814099663465,0.000310590940883179
1,7ff3af48,representative,instruction-ifeval-01,6,23,30379,-4.9049272537231445,-4.962693214416504,0.0074099821119184795,0.006994065925226299,0.0004159161866921805
1,7ff3af48,representative,instruction-ifeval-01,6,24,9442,-4.9361772537231445,-5.009568214416504,0.007182000929746598,0.006673784328078893,0.0005082166016677049
1,7ff3af48,representative,instruction-ifeval-02,7,0,578,-1.7340855598449707,-1.7421386241912842,0.17656158148831713,0.1751454295461925,0.0014161519421246327
1,7ff3af48,representative,instruction-ifeval-02,7,1,5560,-3.0756382942199707,-3.064648389816284,0.046160155216137755,0.04667024871461941,0.0005100934984816549
1,7ff3af48,representative,instruction-ifeval-02,7,2,220,-3.0869908332824707,-3.079052686691284,0.045639083590212785,0.046002815093015924,0.0003637315028031385
1,7ff3af48,representative,instruction-ifeval-02,7,3,1472,-3.2052769660949707,-3.227001905441284,0.040547669752766524,0.03967627387076854,0.0008713958819979856
1,7ff3af48,representative,instruction-ifeval-02,7,4,2435,-3.4352574348449707,-3.445263624191284,0.032217115356170466,0.031896352284072976,0.0003207630720974894
1,7ff3af48,representative,instruction-ifeval-02,7,5,1102,-3.5622105598449707,-3.605419874191284,0.02837602842328427,0.02717603190281025,0.0011999965204740198
1,7ff3af48,representative,instruction-ifeval-02,7,6,9842,-3.6637730598449707,-3.652294874191284,0.025635605349512317,0.025931550796252867,0.00029594544674054965
1,7ff3af48,representative,instruction-ifeval-02,7,7,5810,-3.7653355598449707,-3.761669874191284,0.023159839419130433,0.02324489190282619,8.505248369575572e-05
1,7ff3af48,representative,instruction-ifeval-02,7,8,9934,-3.9098668098449707,-3.843701124191284,0.02004317043689059,0.021414197888861293,0.0013710274519707043
