run,step,eval_dump_written_utc,elapsed_from_first_gpu_task_hours,reserved_gpu_hours_to_eval,full_run_reserved_gpu_hours,task_attempts
r30,20,2026-09-20T02:40:23+00:00,0.8995458333333334,14.334044444444444,26.096704444444445,3
r30,30,2026-09-20T03:01:10+00:00,1.2459347222222221,19.876266666666666,26.096704444444445,3
r30,40,2026-09-20T03:21:08+00:00,1.5787125,25.20071111111111,26.096704444444445,3
r31,0,2026-09-20T01:52:55+00:00,0.10258194444444445,1.6294444444444445,25.39515111111111,3
r31,10,2026-09-20T02:20:32+00:00,0.5628597222222222,8.99388888888889,25.39515111111111,3
r31,20,2026-09-20T02:40:17+00:00,0.8920263888888889,14.260555555555555,25.39515111111111,3
r31,30,2026-09-20T02:58:59+00:00,1.2036930555555556,19.247222222222224,25.39515111111111,3
r31,40,2026-09-20T03:18:39+00:00,1.5314708333333333,24.491666666666667,25.39515111111111,3
r32,0,2026-09-20T02:18:55+00:00,0.10283472222222222,1.6453555555555555,23.484548888888888,3
r32,10,2026-09-20T02:37:58+00:00,0.42033472222222223,6.725355555555556,23.484548888888888,3
r32,20,2026-09-20T02:57:58+00:00,0.7536680555555556,12.05868888888889,23.484548888888888,3
r32,30,2026-09-20T03:17:19+00:00,1.0761680555555555,17.218688888888888,23.484548888888888,3
r32,40,2026-09-20T03:37:53+00:00,1.4189458333333334,22.703133333333334,23.484548888888888,3
r33,0,2026-09-20T02:19:12+00:00,0.10129027777777778,1.6206444444444446,24.104326666666665,3
r33,10,2026-09-20T02:38:33+00:00,0.4237902777777778,6.7806444444444445,24.104326666666665,3
r33,20,2026-09-20T02:59:31+00:00,0.7732347222222222,12.371755555555556,24.104326666666665,3
r33,30,2026-09-20T03:19:22+00:00,1.1040680555555555,17.66508888888889,24.104326666666665,3
r33,40,2026-09-20T03:40:42+00:00,1.4596236111111112,23.35397777777778,24.104326666666665,3
r34,0,2026-09-20T02:29:37+00:00,0.09925416666666667,1.5880666666666667,11.766113333333333,3
r34,10,2026-09-20T02:40:32+00:00,0.2811986111111111,4.499177777777778,11.766113333333333,3
r34,20,2026-09-20T02:48:23+00:00,0.41203194444444446,6.592511111111111,11.766113333333333,3
r34,30,2026-09-20T02:56:28+00:00,0.5467541666666667,8.748066666666666,11.766113333333333,3
r34,40,2026-09-20T03:04:53+00:00,0.6870319444444445,10.992511111111112,11.766113333333333,3
r35,0,2026-09-20T02:29:49+00:00,0.10102888888888889,1.6043644444444445,12.033484444444445,3
r35,10,2026-09-20T02:40:49+00:00,0.28436222222222224,4.537697777777778,12.033484444444445,3
r35,20,2026-09-20T02:48:34+00:00,0.4135288888888889,6.604364444444444,12.033484444444445,3
r35,30,2026-09-20T02:56:45+00:00,0.5499177777777777,8.786586666666667,12.033484444444445,3
r35,40,2026-09-20T03:05:38+00:00,0.6979733333333333,11.155475555555556,12.033484444444445,3
r36,0,2026-09-20T03:04:31+00:00,0.10011472222222222,1.6018355555555555,11.445657777777777,3
r36,10,2026-09-20T03:14:56+00:00,0.27372583333333333,4.379613333333333,11.445657777777777,3
r36,20,2026-09-20T03:22:22+00:00,0.3976147222222222,6.3618355555555555,11.445657777777777,3
r36,30,2026-09-20T03:30:13+00:00,0.5284480555555555,8.455168888888888,11.445657777777777,3
r36,40,2026-09-20T03:38:45+00:00,0.6706702777777778,10.730724444444444,11.445657777777777,3
r37,0,2026-09-20T03:05:26+00:00,0.11237527777777778,1.7980044444444445,11.343515555555555,2
r37,10,2026-09-20T03:16:15+00:00,0.29265305555555554,4.682448888888889,11.343515555555555,2
r37,20,2026-09-20T03:23:51+00:00,0.41931972222222225,6.709115555555556,11.343515555555555,2
r37,30,2026-09-20T03:31:49+00:00,0.5520975,8.83356,11.343515555555555,2
r37,40,2026-09-20T03:40:05+00:00,0.6898752777777778,11.038004444444445,11.343515555555555,2
