backend,elapsed_seconds,event,gpu_index,gpu_utilization_percent,memory_total_mib,memory_used_mib,memory_utilization_percent,phase,power_watts,sm_clock_mhz,temperature_c,duration_seconds,batch_count,case_count,device_count,tensor_parallel_size,batch_index,batch_seconds,bucket_max_tokens,case_ids,inference_seconds,padded_tokens,padding_seconds,prompt_tokens,real_tokens,batch_row,case_id,golden_probability_gap_to_greedy,greedy_token_id,max_probability_error,rank,top_probability_l1_error,total_seconds,attention_backend,vllm_batch_invariant,vllm_use_flashinfer_sampler,wave_count,request_id,request_kind,request_seconds,response_bytes,wave,wave_seconds
vllm-gpu,154.287842,vllm_request,,,,,,,,,,,,,,,,,256.0,,,,,52,,,knowledge-mmlu-01,0.0,362.0,0.007252418203827327,4.0,0.016859847803287496,,,,,,wave-1-knowledge-mmlu-01-rank-4,representative,0.08938818098977208,2614.0,1.0,
vllm-gpu,154.288313,vllm_request,,,,,,,,,,,,,,,,,256.0,,,,,75,,,knowledge-mmlu-04,0.0,356.0,0.0008662683754899758,7.0,0.002491241545247981,,,,,,wave-1-knowledge-mmlu-04-rank-7,representative,0.08761720499023795,2740.0,1.0,
vllm-gpu,154.288906,vllm_request,,,,,,,,,,,,,,,,,256.0,,,,,28,,,instruction-ifeval-03,0.0,220.0,0.00612091709387283,0.0,0.02549433069242191,,,,,,wave-1-instruction-ifeval-03-rank-0,representative,0.09273147629573941,2514.0,1.0,
vllm-gpu,154.289532,vllm_request,,,,,,,,,,,,,,,,,256.0,,,,,59,,,instruction-ifeval-04,0.0,3234.0,0.045743143921255974,1.0,0.09291460705632044,,,,,,wave-1-instruction-ifeval-04-rank-1,representative,0.09273652173578739,2625.0,1.0,
vllm-gpu,154.289948,vllm_request,,,,,,,,,,,,,,,,,256.0,,,,,54,,,instruction-ifeval-06,0.003158679537973011,3234.0,0.010571915377920446,3.0,0.05665758021901577,,,,,,wave-1-instruction-ifeval-06-rank-3,representative,0.09201066615059972,2585.0,1.0,
vllm-gpu,154.290576,vllm_request,,,,,,,,,,,,,,,,,256.0,,,,,57,,,knowledge-mmlu-02,0.0,423.0,0.0028013103803506967,5.0,0.005603537005976835,,,,,,wave-1-knowledge-mmlu-02-rank-5,representative,0.09159805905073881,2656.0,1.0,
vllm-gpu,154.291959,vllm_request,,,,,,,,,,,,,,,,,256.0,,,,,31,,,instruction-ifeval-05,0.0,220.0,0.00604176009207491,2.0,0.02162680412016032,,,,,,wave-1-instruction-ifeval-05-rank-2,representative,0.09456777712330222,2539.0,1.0,
vllm-gpu,154.492579,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,257,,,structured-structeval-02,0.0,220.0,0.019949102137609198,5.0,0.041853482109129085,,,,,,wave-2-structured-structeval-02-rank-5,representative,0.1973986141383648,3585.0,2.0,
vllm-gpu,154.493228,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,304,,,structured-structeval-01,0.0128899283709564,578.0,0.021934417292299002,4.0,0.05596024663952613,,,,,,wave-2-structured-structeval-01-rank-4,representative,0.19857888435944915,3758.0,2.0,
vllm-gpu,154.493747,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,444,,,knowledge-mmlu-06,0.0,356.0,0.00010973321497903792,1.0,0.0004030949813696808,,,,,,wave-2-knowledge-mmlu-06-rank-1,representative,0.2007368067279458,4418.0,2.0,
vllm-gpu,154.494618,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,283,,,structured-structeval-04,0.0,578.0,0.011133852014492462,7.0,0.03702329731381642,,,,,,wave-2-structured-structeval-04-rank-7,representative,0.19791109394282103,3713.0,2.0,
vllm-gpu,154.495181,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,260,,,structured-structeval-03,0.0,578.0,0.035382071521775166,6.0,0.0825590593740502,,,,,,wave-2-structured-structeval-03-rank-6,representative,0.19942646007984877,3574.0,2.0,
vllm-gpu,154.495636,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,383,,,knowledge-mmlu-05,0.0,423.0,0.004715222699342214,0.0,0.011144574079455637,,,,,,wave-2-knowledge-mmlu-05-rank-0,representative,0.20321120880544186,4084.0,2.0,
vllm-gpu,154.496895,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,382,,,math-gsm8k-01,0.0,54765.0,0.016992199844387768,2.0,0.036770897259541906,,,,,,wave-2-math-gsm8k-01-rank-2,representative,0.203311612829566,4122.0,2.0,
vllm-gpu,154.497416,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,345,,,math-gsm8k-02,0.0,578.0,0.012513099277331158,3.0,0.040045770963728106,,,,,,wave-2-math-gsm8k-02-rank-3,representative,0.20339051820337772,3896.0,2.0,
vllm-gpu,154.593334,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,275,,,tool-atlas-06,0.0,5324.0,0.010841500656193201,7.0,0.03572895446525848,,,,,,wave-3-tool-atlas-06-rank-7,representative,0.09106890438124537,3614.0,3.0,
vllm-gpu,154.593808,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,276,,,tool-atlas-02,0.0,5324.0,0.026107524747334007,3.0,0.06699096860273988,,,,,,wave-3-tool-atlas-02-rank-3,representative,0.09407765977084637,3617.0,3.0,
vllm-gpu,154.59477,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,258,,,tool-atlas-01,0.0,5324.0,0.02165144818958213,2.0,0.07490671507814796,,,,,,wave-3-tool-atlas-01-rank-2,representative,0.0956959268078208,3511.0,3.0,
vllm-gpu,154.595232,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,304,,,tool-atlas-03,0.0,5324.0,0.03956979337711862,4.0,0.13417314857217644,,,,,,wave-3-tool-atlas-03-rank-4,representative,0.0949190678074956,3738.0,3.0,
vllm-gpu,154.595759,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,267,,,structured-structeval-05,0.0,220.0,0.041004210608226926,0.0,0.08392203290657024,,,,,,wave-3-structured-structeval-05-rank-0,representative,0.09782283380627632,3597.0,3.0,
vllm-gpu,154.596463,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,287,,,tool-atlas-04,0.0,5324.0,0.012134356445776928,5.0,0.032330816876795114,,,,,,wave-3-tool-atlas-04-rank-5,representative,0.09548899298533797,3669.0,3.0,
vllm-gpu,154.654822,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,264,,,structured-structeval-06,0.05493712724141256,220.0,0.04412900305311382,1.0,0.10608657195746644,,,,,,wave-3-structured-structeval-06-rank-1,representative,0.1562999403104186,3628.0,3.0,
vllm-gpu,154.65528,vllm_request,,,,,,,,,,,,,,,,,1024.0,,,,,274,,,tool-atlas-05,0.0,5324.0,0.03656878952775519,6.0,0.07867222600772603,,,,,,wave-3-tool-atlas-05-rank-6,representative,0.1536617367528379,3624.0,3.0,
vllm-gpu,155.066253,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1080,,,specialized-mmmlu-03,0.0,426.0,0.001833565310990104,6.0,0.0037581111102721536,,,,,,wave-4-specialized-mmmlu-03-rank-6,representative,0.4059545509517193,8383.0,4.0,
vllm-gpu,155.151884,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1040,,,specialized-mmmlu-04,0.0,356.0,0.0017296851442504257,7.0,0.0039911779522670155,,,,,,wave-4-specialized-mmmlu-04-rank-7,representative,0.49098378885537386,8437.0,4.0,
vllm-gpu,155.152623,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1042,,,specialized-mmmlu-01,0.0,426.0,0.0038066725894425057,4.0,0.007641283644718864,,,,,,wave-4-specialized-mmmlu-01-rank-4,representative,0.4939753939397633,7692.0,4.0,
vllm-gpu,155.234262,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1763,,,specialized-mmmlu-02,0.0,423.0,0.005517098193101755,5.0,0.011036239667828433,,,,,,wave-4-specialized-mmmlu-02-rank-5,representative,0.5749427545815706,13462.0,4.0,
vllm-gpu,155.236826,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,2215,,,math-gsm8k-04,0.0,1283.0,0.0018208439492416878,1.0,0.008882081115721977,,,,,,wave-4-math-gsm8k-04-rank-1,representative,0.5803393870592117,12152.0,4.0,
vllm-gpu,155.298916,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,2186,,,math-gsm8k-03,0.0,578.0,0.008379202332184754,0.0,0.023196929651123202,,,,,,wave-4-math-gsm8k-03-rank-0,representative,0.6431997842155397,11881.0,4.0,
vllm-gpu,155.356779,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,2772,,,math-gsm8k-05,0.0,468.0,0.004558614353895846,2.0,0.015966172714848566,,,,,,wave-4-math-gsm8k-05-rank-2,representative,0.6996095897629857,14485.0,4.0,
vllm-gpu,155.364078,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,2708,,,math-gsm8k-06,0.0,578.0,0.0057602567878444755,3.0,0.01741649983157895,,,,,,wave-4-math-gsm8k-06-rank-3,representative,0.7061684532091022,14341.0,4.0,
vllm-gpu,155.81834,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1093,,,structured-structeval-10,0.0,2612.0,0.004557431804551662,5.0,0.010037967116515598,,,,,,wave-5-structured-structeval-10-rank-5,representative,0.4501608330756426,7125.0,5.0,
vllm-gpu,155.819491,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1186,,,tool-atlas-08,0.0,5324.0,0.00850378764297946,7.0,0.036070628197848016,,,,,,wave-5-tool-atlas-08-rank-7,representative,0.4495915547013283,7692.0,5.0,
vllm-gpu,155.820168,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1025,,,specialized-mmmlu-06,0.0,356.0,0.015547513092362908,1.0,0.03377969821697323,,,,,,wave-5-specialized-mmmlu-06-rank-1,representative,0.4554141261614859,8001.0,5.0,
vllm-gpu,155.820927,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1130,,,structured-structeval-07,0.0,2612.0,0.011839687615025435,2.0,0.025144560746693183,,,,,,wave-5-structured-structeval-07-rank-2,representative,0.4554703049361706,7226.0,5.0,
vllm-gpu,155.821394,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1161,,,structured-structeval-08,0.0,2612.0,0.01679484643229434,3.0,0.043697953981046214,,,,,,wave-5-structured-structeval-08-rank-3,representative,0.45452837040647864,7454.0,5.0,
vllm-gpu,155.821901,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1189,,,tool-atlas-07,0.0,5324.0,0.011178366077255059,6.0,0.04725140249261437,,,,,,wave-5-tool-atlas-07-rank-6,representative,0.4525415897369385,7718.0,5.0,
vllm-gpu,155.82273,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,1030,,,structured-structeval-09,0.0,2612.0,0.06072821596936906,4.0,0.16160762778383014,,,,,,wave-5-structured-structeval-09-rank-4,representative,0.45523130195215344,7099.0,5.0,
vllm-gpu,156.038508,vllm_request,,,,,,,,,,,,,,,,,4096.0,,,,,3212,,,specialized-mmmlu-05,0.0,426.0,0.017424080142841303,0.0,0.0348425561618004,,,,,,wave-5-specialized-mmmlu-05-rank-0,representative,0.6738989991135895,17532.0,5.0,
vllm-gpu,157.706497,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,10683,,,long-longbench-04,0.0,362.0,0.02453785042360923,5.0,0.05748837737516994,,,,,,wave-6-long-longbench-04-rank-5,representative,1.657894626725465,51584.0,6.0,
