sts_prefix,bucket,owners,reasons,sources,artifact_kinds,priority_max,normalized_glob
gs://marin-us-central1/downloaded/,marin-us-central1,Michael,HTML pages downloaded via CommonCrawl WARC byte-range requests for code/math/medical domains,named.csv:52,,0,gs://marin-us-central1/downloaded/**
gs://marin-us-central1/ego-dex/,marin-us-central1,Julian,EgoDex - widely used egocentric video dataset,named.csv:14,,0,gs://marin-us-central1/ego-dex/**
gs://marin-us-central1/evaluation/,marin-us-central1,Kevin,"Eval results for harbor, evalchemy, etc",named.csv:13,,0,gs://marin-us-central1/evaluation/**
gs://marin-us-central1/exp2166-scaling-ladder-nemotron-validation-optimal-1e+20-9563f0/,marin-us-central1,Michael,Pre-trained base model checkpoint used as starting point for cooldown training runs,named.csv:43,,0,gs://marin-us-central1/exp2166-scaling-ladder-nemotron-validation-optimal-1e+20-9563f0/**
gs://marin-us-central1/mathhelpforum/cc_download-5b0941/,marin-us-central1,Michael,HTML pages downloaded from mathhelpforum.com via CommonCrawl,named.csv:53,,0,gs://marin-us-central1/mathhelpforum/cc_download-5b0941/**
gs://marin-us-central1/pinlin_calvin_xu/,marin-us-central1,Calvin,"small artifacts dir (csvs produced by executor steps, etc.) | David Notes: a few kb",named.csv:4,,0,gs://marin-us-central1/pinlin_calvin_xu/**
gs://marin-us-central1/raw/commoncrawl/rephraser_sweep_batch0-231d96/,marin-us-central1,Michael,Raw HTML extracted from 150 CommonCrawl WARC files (slow to re-download),named.csv:50,,0,gs://marin-us-central1/raw/commoncrawl/rephraser_sweep_batch0-231d96/**
gs://marin-us-central1/re10k_clips/,marin-us-central1,Julian,RealEstate10K - popular camera-conditioned video dataset,named.csv:17,,0,gs://marin-us-central1/re10k_clips/**
gs://marin-us-central1/tokenized/dclm_baseline_100m_llama3-f42a23/,marin-us-central1,Michael,Tokenized DCLM web text used as baseline training data,named.csv:49,,0,gs://marin-us-central1/tokenized/dclm_baseline_100m_llama3-f42a23/**
gs://marin-us-central1/tokenized/nemotron_cooldown_1e20-666089/,marin-us-central1,Michael,Tokenized Nemotron data used as training data for cooldown runs,named.csv:48,,0,gs://marin-us-central1/tokenized/nemotron_cooldown_1e20-666089/**
gs://marin-us-central1/tokenized/rephraser_spec_d7d976d3_cooldown-02c17e/,marin-us-central1,Michael,Tokenized rephraser-extracted text used as training data for cooldown runs,named.csv:47,,0,gs://marin-us-central1/tokenized/rephraser_spec_d7d976d3_cooldown-02c17e/**
gs://marin-us-central1/webdatasets/,marin-us-central1,Julian,Egocentric video datasets converted to webdataset format | David Notes: 1 tb,named.csv:15,,0,gs://marin-us-central1/webdatasets/**
